conversation_id_str,created_at,favorite_count,full_text,text_cleaned,text_normalized,text_tokenized,text_nostopword,text_stemmed,text_final,Sentimen_Model
1918921192146182633,Sun May 04 07:21:26 +0000 2025,1,@WidyoLita jangan2 dia (si dedi) yg bermasalah sono masuk barak ‍️,jangan dia si dedi yg bermasalah sono masuk barak,jangan dia si dedi yang bermasalah sono masuk barak,"['jangan', 'dia', 'si', 'dedi', 'yang', 'bermasalah', 'sono', 'masuk', 'barak']","['si', 'dedi', 'bermasalah', 'sono', 'masuk', 'barak']","['si', 'dedi', 'masalah', 'sono', 'masuk', 'barak']",si dedi masalah sono masuk barak,negatif
1918925281189892144,Sun May 04 07:06:53 +0000 2025,0,semua yang bermasalah kirim ke barak. edaannn ,semua yang bermasalah kirim ke barak edaannn,semua yang bermasalah kirim ke barak edaannn,"['semua', 'yang', 'bermasalah', 'kirim', 'ke', 'barak', 'edaannn']","['bermasalah', 'kirim', 'barak', 'edaannn']","['masalah', 'kirim', 'barak', 'edaannn']",masalah kirim barak edaannn,negatif
1918903955884548450,Sun May 04 06:38:49 +0000 2025,0,@txtdrimedia Udahlah masukin aja ke barak semua daripada bermasalah...,udahlah masukin aja ke barak semua daripada bermasalah,udahlah masukkan saja ke barak semua daripada bermasalah,"['udahlah', 'masukkan', 'saja', 'ke', 'barak', 'semua', 'daripada', 'bermasalah']","['udahlah', 'masukkan', 'barak', 'bermasalah']","['udahlah', 'masuk', 'barak', 'masalah']",udahlah masuk barak masalah,negatif
1918915173680574934,Sun May 04 06:26:43 +0000 2025,0,Bapak sendiri bermasalah loooooh mau ke Barak?,bapak sendiri bermasalah loooooh mau ke barak,bapak sendiri bermasalah loooooh mau ke barak,"['bapak', 'sendiri', 'bermasalah', 'loooooh', 'mau', 'ke', 'barak']","['bermasalah', 'loooooh', 'barak']","['masalah', 'loooooh', 'barak']",masalah loooooh barak,negatif
1918903983847985192,Sun May 04 05:42:15 +0000 2025,6,dikit dikit barak demul ini emang otaknya gaakan pernah mampu buat mikirin root cause masalah kenapa warganya bermasalah dan cari solusi yg lbh relevan dikit,dikit dikit barak demul ini emang otaknya gaakan pernah mampu buat mikirin root cause masalah kenapa warganya bermasalah dan cari solusi yg lbh relevan dikit,dikit dikit barak demul ini emang otaknya gaakan pernah mampu buat mikirin root cause masalah kenapa warganya bermasalah dan cari solusi yang lbh relevan dikit,"['dikit', 'dikit', 'barak', 'demul', 'ini', 'emang', 'otaknya', 'gaakan', 'pernah', 'mampu', 'buat', 'mikirin', 'root', 'cause', 'masalah', 'kenapa', 'warganya', 'bermasalah', 'dan', 'cari', 'solusi', 'yang', 'lbh', 'relevan', 'dikit']","['dikit', 'dikit', 'barak', 'demul', 'emang', 'otaknya', 'gaakan', 'mikirin', 'root', 'cause', 'warganya', 'bermasalah', 'cari', 'solusi', 'lbh', 'relevan', 'dikit']","['dikit', 'dikit', 'barak', 'demul', 'emang', 'otak', 'gaakan', 'mikirin', 'root', 'cause', 'warga', 'masalah', 'cari', 'solusi', 'lbh', 'relevan', 'dikit']",dikit dikit barak demul emang otak gaakan mikirin root cause warga masalah cari solusi lbh relevan dikit,negatif
1918892941751320991,Sun May 04 05:08:34 +0000 2025,22,@Dandhy_Laksono Mentang udah masuk partai yang ketum nya purnawirawan Tentara semuanya musti masuk barak termasuk Anak sekolah bermasalah ,mentang udah masuk partai yang ketum nya purnawirawan tentara semuanya musti masuk barak termasuk anak sekolah bermasalah,mentang sudah masuk partai yang ketum nya purnawirawan tentara semuanya mesti masuk barak termasuk anak sekolah bermasalah,"['mentang', 'sudah', 'masuk', 'partai', 'yang', 'ketum', 'nya', 'purnawirawan', 'tentara', 'semuanya', 'mesti', 'masuk', 'barak', 'termasuk', 'anak', 'sekolah', 'bermasalah']","['mentang', 'masuk', 'partai', 'ketum', 'nya', 'purnawirawan', 'tentara', 'mesti', 'masuk', 'barak', 'anak', 'sekolah', 'bermasalah']","['mentang', 'masuk', 'partai', 'tum', 'nya', 'purnawirawan', 'tentara', 'mesti', 'masuk', 'barak', 'anak', 'sekolah', 'masalah']",mentang masuk partai tum nya purnawirawan tentara mesti masuk barak anak sekolah masalah,negatif
1918895462494728510,Sun May 04 05:08:24 +0000 2025,0,Siswa SMP bermasalah dibawa ke BARAK TNI utk dibina agar kembali menjadi pribadi yg baik. Lah ini ada PREMAN dibawa ke BARAK TENTARA malah diajak SELFIE Apa yg SALAH selama 10 tahun @jokowi jd presiden??? Koq OTAKnya pada sengklek sebelah yaaa... Cc @Puspen_TNI @prabowo,siswa smp bermasalah dibawa ke barak tni utk dibina agar kembali menjadi pribadi yg baik lah ini ada preman dibawa ke barak tentara malah diajak selfie apa yg salah selama tahun jd presiden koq otaknya pada sengklek sebelah yaaa cc,siswa smp bermasalah dibawa ke barak tni untuk dibina agar kembali menjadi pribadi yang baik lah ini ada preman dibawa ke barak tentara bahkan diajak selfie apa yang salah selama tahun jadi presiden kok otaknya pada sengklek sebelah yaaa cc,"['siswa', 'smp', 'bermasalah', 'dibawa', 'ke', 'barak', 'tni', 'untuk', 'dibina', 'agar', 'kembali', 'menjadi', 'pribadi', 'yang', 'baik', 'lah', 'ini', 'ada', 'preman', 'dibawa', 'ke', 'barak', 'tentara', 'bahkan', 'diajak', 'selfie', 'apa', 'yang', 'salah', 'selama', 'tahun', 'jadi', 'presiden', 'kok', 'otaknya', 'pada', 'sengklek', 'sebelah', 'yaaa', 'cc']","['siswa', 'smp', 'bermasalah', 'dibawa', 'barak', 'tni', 'dibina', 'pribadi', 'preman', 'dibawa', 'barak', 'tentara', 'diajak', 'selfie', 'salah', 'presiden', 'otaknya', 'sengklek', 'sebelah', 'yaaa', 'cc']","['siswa', 'smp', 'masalah', 'bawa', 'barak', 'tni', 'bina', 'pribadi', 'preman', 'bawa', 'barak', 'tentara', 'ajak', 'selfie', 'salah', 'presiden', 'otak', 'sengklek', 'belah', 'yaaa', 'cc']",siswa smp masalah bawa barak tni bina pribadi preman bawa barak tentara ajak selfie salah presiden otak sengklek belah yaaa cc,negatif
1918530886649221216,Sun May 04 01:52:02 +0000 2025,0,@DediMulyadi71 Anak bandel masukin ke perguruan beladiri lebih mending daripada ke barak. Orang mereka isinya orang bermasalah semua malah makin jadi Dan sepengalaman gue anak yang teu bisa cicing trus dimasukin ke tempat beladiri malah jadi tenang anaknya,anak bandel masukin ke perguruan beladiri lebih mending daripada ke barak orang mereka isinya orang bermasalah semua malah makin jadi dan sepengalaman gue anak yang teu bisa cicing trus dimasukin ke tempat beladiri malah jadi tenang anaknya,anak bandel masukkan ke perguruan beladiri lebih lebih baik daripada ke barak orang mereka isinya orang bermasalah semua bahkan makin jadi dan sepengalaman saya anak yang teu bisa cicing trus dimasukin ke tempat beladiri bahkan jadi tenang anaknya,"['anak', 'bandel', 'masukkan', 'ke', 'perguruan', 'beladiri', 'lebih', 'lebih', 'baik', 'daripada', 'ke', 'barak', 'orang', 'mereka', 'isinya', 'orang', 'bermasalah', 'semua', 'bahkan', 'makin', 'jadi', 'dan', 'sepengalaman', 'saya', 'anak', 'yang', 'teu', 'bisa', 'cicing', 'trus', 'dimasukin', 'ke', 'tempat', 'beladiri', 'bahkan', 'jadi', 'tenang', 'anaknya']","['anak', 'bandel', 'masukkan', 'perguruan', 'beladiri', 'barak', 'orang', 'isinya', 'orang', 'bermasalah', 'sepengalaman', 'anak', 'teu', 'cicing', 'trus', 'dimasukin', 'beladiri', 'tenang', 'anaknya']","['anak', 'bandel', 'masuk', 'guru', 'beladiri', 'barak', 'orang', 'isi', 'orang', 'masalah', 'alam', 'anak', 'teu', 'cicing', 'trus', 'dimasukin', 'beladiri', 'tenang', 'anak']",anak bandel masuk guru beladiri barak orang isi orang masalah alam anak teu cicing trus dimasukin beladiri tenang anak,positif
1918842540595229144,Sun May 04 01:38:06 +0000 2025,1,Kalau ada dialog coba sekalian jawab dong Bupati Purwakarta perihal: 1. Mana dasar hukum pengiriman anak bermasalah ke Barak Militer? 2. Apa yang bakal jadi isi konsideran dasar hukum pengiriman anak bermasalah ke Barak Militer? Bagus lagi kalau Gubernurnya ikutan berdialog.,kalau ada dialog coba sekalian jawab dong bupati purwakarta perihal mana dasar hukum pengiriman anak bermasalah ke barak militer apa yang bakal jadi isi konsideran dasar hukum pengiriman anak bermasalah ke barak militer bagus lagi kalau gubernurnya ikutan berdialog,kalau ada dialog coba sekalian jawab dong bupati purwakarta perihal mana dasar hukum pengiriman anak bermasalah ke barak militer apa yang bakal jadi isi konsideran dasar hukum pengiriman anak bermasalah ke barak militer bagus lagi kalau gubernurnya ikutan berdialog,"['kalau', 'ada', 'dialog', 'coba', 'sekalian', 'jawab', 'dong', 'bupati', 'purwakarta', 'perihal', 'mana', 'dasar', 'hukum', 'pengiriman', 'anak', 'bermasalah', 'ke', 'barak', 'militer', 'apa', 'yang', 'bakal', 'jadi', 'isi', 'konsideran', 'dasar', 'hukum', 'pengiriman', 'anak', 'bermasalah', 'ke', 'barak', 'militer', 'bagus', 'lagi', 'kalau', 'gubernurnya', 'ikutan', 'berdialog']","['dialog', 'coba', 'bupati', 'purwakarta', 'perihal', 'dasar', 'hukum', 'pengiriman', 'anak', 'bermasalah', 'barak', 'militer', 'isi', 'konsideran', 'dasar', 'hukum', 'pengiriman', 'anak', 'bermasalah', 'barak', 'militer', 'bagus', 'gubernurnya', 'ikutan', 'berdialog']","['dialog', 'coba', 'bupati', 'purwakarta', 'perihal', 'dasar', 'hukum', 'kirim', 'anak', 'masalah', 'barak', 'militer', 'isi', 'konsideran', 'dasar', 'hukum', 'kirim', 'anak', 'masalah', 'barak', 'militer', 'bagus', 'gubernur', 'ikut', 'dialog']",dialog coba bupati purwakarta perihal dasar hukum kirim anak masalah barak militer isi konsideran dasar hukum kirim anak masalah barak militer bagus gubernur ikut dialog,negatif
1918834566053216338,Sun May 04 01:06:25 +0000 2025,2,Apa yang dilakukan KDM sudah benar paling tidak untuk jangka pendek mengirim siswa bermasalah ke barak militer.,apa yang dilakukan kdm sudah benar paling tidak untuk jangka pendek mengirim siswa bermasalah ke barak militer,apa yang dilakukan kdm sudah benar paling tidak untuk jangka pendek mengirim siswa bermasalah ke barak militer,"['apa', 'yang', 'dilakukan', 'kdm', 'sudah', 'benar', 'paling', 'tidak', 'untuk', 'jangka', 'pendek', 'mengirim', 'siswa', 'bermasalah', 'ke', 'barak', 'militer']","['kdm', 'jangka', 'pendek', 'mengirim', 'siswa', 'bermasalah', 'barak', 'militer']","['kdm', 'jangka', 'pendek', 'kirim', 'siswa', 'masalah', 'barak', 'militer']",kdm jangka pendek kirim siswa masalah barak militer,negatif
1918619645973823748,Sat May 03 11:19:32 +0000 2025,214,anywy vasektomi masuk barak dan entah apa lagi nanti adl manifestasi dr biopower yg sdh bnyk diungkap oleh ilmuwan sosial. prosesnya dimulai dg subyektifikasi orang2 bermasalah yg kmudian berujung pada pendisiplinan tubuh sistematis. dan metode ini bkn tanpa konsekuensi...,anywy vasektomi masuk barak dan entah apa lagi nanti adl manifestasi dr biopower yg sdh bnyk diungkap oleh ilmuwan sosial prosesnya dimulai dg subyektifikasi orang bermasalah yg kmudian berujung pada pendisiplinan tubuh sistematis dan metode ini bkn tanpa konsekuensi,anywy vasektomi masuk barak dan entah apa lagi nanti adl manifestasi dr biopower yang sdh banyak diungkap oleh ilmuwan sosial prosesnya dimulai dg subyektifikasi orang bermasalah yang kmudian berujung pada pendisiplinan tubuh sistematis dan metode ini bukan tanpa konsekuensi,"['anywy', 'vasektomi', 'masuk', 'barak', 'dan', 'entah', 'apa', 'lagi', 'nanti', 'adl', 'manifestasi', 'dr', 'biopower', 'yang', 'sdh', 'banyak', 'diungkap', 'oleh', 'ilmuwan', 'sosial', 'prosesnya', 'dimulai', 'dg', 'subyektifikasi', 'orang', 'bermasalah', 'yang', 'kmudian', 'berujung', 'pada', 'pendisiplinan', 'tubuh', 'sistematis', 'dan', 'metode', 'ini', 'bukan', 'tanpa', 'konsekuensi']","['anywy', 'vasektomi', 'masuk', 'barak', 'adl', 'manifestasi', 'dr', 'biopower', 'sdh', 'diungkap', 'ilmuwan', 'sosial', 'prosesnya', 'dg', 'subyektifikasi', 'orang', 'bermasalah', 'kmudian', 'berujung', 'pendisiplinan', 'tubuh', 'sistematis', 'metode', 'konsekuensi']","['anywy', 'vasektomi', 'masuk', 'barak', 'adl', 'manifestasi', 'dr', 'biopower', 'sdh', 'ungkap', 'ilmuwan', 'sosial', 'proses', 'dg', 'subyektifikasi', 'orang', 'masalah', 'kmudian', 'ujung', 'disiplin', 'tubuh', 'sistematis', 'metode', 'konsekuensi']",anywy vasektomi masuk barak adl manifestasi dr biopower sdh ungkap ilmuwan sosial proses dg subyektifikasi orang masalah kmudian ujung disiplin tubuh sistematis metode konsekuensi,negatif
1918169861328663022,Sat May 03 11:10:14 +0000 2025,0,@ardisatriawan Apapun kebijakannya rakyat kritis itu hal normal dan bagus. Ketika anak bermasalah Ini masuk ke barak lalu kita berpikir wah ni bocah aman nih keluar baik2 Sama aja kek menyerahkan bocah nakal ke pesantren. Jawabannya belum tentu. BELUM. Lebih baik untuk pengabdian sosial.,apapun kebijakannya rakyat kritis itu hal normal dan bagus ketika anak bermasalah ini masuk ke barak lalu kita berpikir wah ni bocah aman nih keluar baik sama aja kek menyerahkan bocah nakal ke pesantren jawabannya belum tentu belum lebih baik untuk pengabdian sosial,apapun kebijakannya rakyat kritis itu hal normal dan bagus ketika anak bermasalah ini masuk ke barak lalu kita berpikir wah ini bocah aman ini keluar baik sama saja seperti menyerahkan bocah nakal ke pesantren jawabannya belum tentu belum lebih baik untuk pengabdian sosial,"['apapun', 'kebijakannya', 'rakyat', 'kritis', 'itu', 'hal', 'normal', 'dan', 'bagus', 'ketika', 'anak', 'bermasalah', 'ini', 'masuk', 'ke', 'barak', 'lalu', 'kita', 'berpikir', 'wah', 'ini', 'bocah', 'aman', 'ini', 'keluar', 'baik', 'sama', 'saja', 'seperti', 'menyerahkan', 'bocah', 'nakal', 'ke', 'pesantren', 'jawabannya', 'belum', 'tentu', 'belum', 'lebih', 'baik', 'untuk', 'pengabdian', 'sosial']","['apapun', 'kebijakannya', 'rakyat', 'kritis', 'normal', 'bagus', 'anak', 'bermasalah', 'masuk', 'barak', 'berpikir', 'bocah', 'aman', 'menyerahkan', 'bocah', 'nakal', 'pesantren', 'jawabannya', 'pengabdian', 'sosial']","['apa', 'bijak', 'rakyat', 'kritis', 'normal', 'bagus', 'anak', 'masalah', 'masuk', 'barak', 'pikir', 'bocah', 'aman', 'serah', 'bocah', 'nakal', 'pesantren', 'jawab', 'abdi', 'sosial']",apa bijak rakyat kritis normal bagus anak masalah masuk barak pikir bocah aman serah bocah nakal pesantren jawab abdi sosial,negatif
1918607114471387432,Sat May 03 10:02:36 +0000 2025,1,Miskin karena malas anak sekolah yang bermasalah dimasukin barak militer vaksetomi jadi syarat penerima bansos dan beasiswa.. Meeenyalaaa ,miskin karena malas anak sekolah yang bermasalah dimasukin barak militer vaksetomi jadi syarat penerima bansos dan beasiswa meeenyalaaa,miskin karena malas anak sekolah yang bermasalah dimasukin barak militer vaksetomi jadi syarat penerima bansos dan beasiswa meeenyalaaa,"['miskin', 'karena', 'malas', 'anak', 'sekolah', 'yang', 'bermasalah', 'dimasukin', 'barak', 'militer', 'vaksetomi', 'jadi', 'syarat', 'penerima', 'bansos', 'dan', 'beasiswa', 'meeenyalaaa']","['miskin', 'malas', 'anak', 'sekolah', 'bermasalah', 'dimasukin', 'barak', 'militer', 'vaksetomi', 'syarat', 'penerima', 'bansos', 'beasiswa', 'meeenyalaaa']","['miskin', 'malas', 'anak', 'sekolah', 'masalah', 'dimasukin', 'barak', 'militer', 'vaksetomi', 'syarat', 'terima', 'bansos', 'beasiswa', 'meeenyalaaa']",miskin malas anak sekolah masalah dimasukin barak militer vaksetomi syarat terima bansos beasiswa meeenyalaaa,negatif
1918577800396595562,Sat May 03 08:42:06 +0000 2025,2,Anak bermasalah jangan dimasukkan ke pesantren apalagi barak militer,anak bermasalah jangan dimasukkan ke pesantren apalagi barak militer,anak bermasalah jangan dimasukkan ke pesantren apalagi barak militer,"['anak', 'bermasalah', 'jangan', 'dimasukkan', 'ke', 'pesantren', 'apalagi', 'barak', 'militer']","['anak', 'bermasalah', 'dimasukkan', 'pesantren', 'barak', 'militer']","['anak', 'masalah', 'masuk', 'pesantren', 'barak', 'militer']",anak masalah masuk pesantren barak militer,negatif
1918542937593659665,Sat May 03 08:08:47 +0000 2025,10,@Heraloebss Banyak perusahaan BUMN atau Swasta yang bekerja sama dengan TNI. Tentunya untuk diklat kedisiplinan dan kekompakan. kalo ada yang gak setuju anak bermasalah di masukkan ke Barak coba otaknya dicuci di sungai gangga.,banyak perusahaan bumn atau swasta yang bekerja sama dengan tni tentunya untuk diklat kedisiplinan dan kekompakan kalo ada yang gak setuju anak bermasalah di masukkan ke barak coba otaknya dicuci di sungai gangga,banyak perusahaan bumn atau swasta yang bekerja sama dengan tni tentunya untuk diklat kedisiplinan dan kekompakan kalau ada yang gak setuju anak bermasalah di masukkan ke barak coba otaknya dicuci di sungai gangga,"['banyak', 'perusahaan', 'bumn', 'atau', 'swasta', 'yang', 'bekerja', 'sama', 'dengan', 'tni', 'tentunya', 'untuk', 'diklat', 'kedisiplinan', 'dan', 'kekompakan', 'kalau', 'ada', 'yang', 'gak', 'setuju', 'anak', 'bermasalah', 'di', 'masukkan', 'ke', 'barak', 'coba', 'otaknya', 'dicuci', 'di', 'sungai', 'gangga']","['perusahaan', 'bumn', 'swasta', 'tni', 'diklat', 'kedisiplinan', 'kekompakan', 'gak', 'setuju', 'anak', 'bermasalah', 'masukkan', 'barak', 'coba', 'otaknya', 'dicuci', 'sungai', 'gangga']","['usaha', 'bumn', 'swasta', 'tni', 'diklat', 'disiplin', 'kompak', 'gak', 'tuju', 'anak', 'masalah', 'masuk', 'barak', 'coba', 'otak', 'cuci', 'sungai', 'gangga']",usaha bumn swasta tni diklat disiplin kompak gak tuju anak masalah masuk barak coba otak cuci sungai gangga,negatif
1918565774513586340,Sat May 03 07:18:20 +0000 2025,1,Kalo kebijakan masukin anak anak bermasalah ke barak militer saya sepenuhnya setuju sih Karena beberapa kalo dapet cerita anak anak bermasalah dari jaman saya sekolah dulu sekarang terlibat kejahatan kriminal Kayaknya kita semua kenal anak² yang nggak bisa dihandle sekolah ya?,kalo kebijakan masukin anak anak bermasalah ke barak militer saya sepenuhnya setuju sih karena beberapa kalo dapet cerita anak anak bermasalah dari jaman saya sekolah dulu sekarang terlibat kejahatan kriminal kayaknya kita semua kenal anak yang nggak bisa dihandle sekolah ya,kalau kebijakan masukkan anak anak bermasalah ke barak militer saya sepenuhnya setuju sih karena beberapa kalau dapat cerita anak anak bermasalah dari jaman saya sekolah dulu sekarang terlibat kejahatan kriminal kayaknya kita semua kenal anak yang tidak bisa dihandle sekolah iya,"['kalau', 'kebijakan', 'masukkan', 'anak', 'anak', 'bermasalah', 'ke', 'barak', 'militer', 'saya', 'sepenuhnya', 'setuju', 'sih', 'karena', 'beberapa', 'kalau', 'dapat', 'cerita', 'anak', 'anak', 'bermasalah', 'dari', 'jaman', 'saya', 'sekolah', 'dulu', 'sekarang', 'terlibat', 'kejahatan', 'kriminal', 'kayaknya', 'kita', 'semua', 'kenal', 'anak', 'yang', 'tidak', 'bisa', 'dihandle', 'sekolah', 'iya']","['kebijakan', 'masukkan', 'anak', 'anak', 'bermasalah', 'barak', 'militer', 'sepenuhnya', 'setuju', 'sih', 'cerita', 'anak', 'anak', 'bermasalah', 'jaman', 'sekolah', 'terlibat', 'kejahatan', 'kriminal', 'kayaknya', 'kenal', 'anak', 'dihandle', 'sekolah', 'iya']","['bijak', 'masuk', 'anak', 'anak', 'masalah', 'barak', 'militer', 'sepenuh', 'tuju', 'sih', 'cerita', 'anak', 'anak', 'masalah', 'jaman', 'sekolah', 'libat', 'jahat', 'kriminal', 'kayak', 'kenal', 'anak', 'dihandle', 'sekolah', 'iya']",bijak masuk anak anak masalah barak militer sepenuh tuju sih cerita anak anak masalah jaman sekolah libat jahat kriminal kayak kenal anak dihandle sekolah iya,negatif
1918564515739754521,Sat May 03 07:13:20 +0000 2025,3,anak bermasalah dikirim ke barak sangat tidak efektif. tapi kapan para pe(n)ja(h)bat negara dihukum seadil-adilnya?,anak bermasalah dikirim ke barak sangat tidak efektif tapi kapan para pe n ja h bat negara dihukum seadil adilnya,anak bermasalah dikirim ke barak sangat tidak efektif tapi kapan para pe dan saja h bat negara dihukum seadil adilnya,"['anak', 'bermasalah', 'dikirim', 'ke', 'barak', 'sangat', 'tidak', 'efektif', 'tapi', 'kapan', 'para', 'pe', 'dan', 'saja', 'h', 'bat', 'negara', 'dihukum', 'seadil', 'adilnya']","['anak', 'bermasalah', 'dikirim', 'barak', 'efektif', 'pe', 'h', 'bat', 'negara', 'dihukum', 'seadil', 'adilnya']","['anak', 'masalah', 'kirim', 'barak', 'efektif', 'pe', 'h', 'bat', 'negara', 'hukum', 'adil', 'adil']",anak masalah kirim barak efektif pe h bat negara hukum adil adil,negatif
1918159504430252220,Fri May 02 04:23:58 +0000 2025,0,Dipikir-pikir KDM mengirim pelajar bermasalah barak &amp; ide vasektomi masyarakat miskin sejatinya adalah showcasing arah kebijakan Prabowo.,dipikir pikir kdm mengirim pelajar bermasalah barak amp ide vasektomi masyarakat miskin sejatinya adalah showcasing arah kebijakan prabowo,dipikir pikir kdm mengirim pelajar bermasalah barak amp ide vasektomi masyarakat miskin sejatinya adalah showcasing arah kebijakan prabowo,"['dipikir', 'pikir', 'kdm', 'mengirim', 'pelajar', 'bermasalah', 'barak', 'amp', 'ide', 'vasektomi', 'masyarakat', 'miskin', 'sejatinya', 'adalah', 'showcasing', 'arah', 'kebijakan', 'prabowo']","['dipikir', 'pikir', 'kdm', 'mengirim', 'pelajar', 'bermasalah', 'barak', 'amp', 'ide', 'vasektomi', 'masyarakat', 'miskin', 'sejatinya', 'showcasing', 'arah', 'kebijakan', 'prabowo']","['pikir', 'pikir', 'kdm', 'kirim', 'ajar', 'masalah', 'barak', 'amp', 'ide', 'vasektomi', 'masyarakat', 'miskin', 'sejati', 'showcasing', 'arah', 'bijak', 'prabowo']",pikir pikir kdm kirim ajar masalah barak amp ide vasektomi masyarakat miskin sejati showcasing arah bijak prabowo,netral
1917881098299936963,Fri May 02 04:03:57 +0000 2025,1,@behappinessboyy @mixbernies @head_deads @BreathinLung @dzaky207 @randomable_ Sudah saya jabarkan dari awal yang saya sangat tidak setuju adalah penanganan langsung ke barak. Mari kira bersama berdiskusi deh Apakah dengan mendisiplinkan anak akan otomatis berubah? ga yakin juga. Sebelum akar permasalahannya diangkat bibit bermasalah akan tetap ada.,sudah saya jabarkan dari awal yang saya sangat tidak setuju adalah penanganan langsung ke barak mari kira bersama berdiskusi deh apakah dengan mendisiplinkan anak akan otomatis berubah ga yakin juga sebelum akar permasalahannya diangkat bibit bermasalah akan tetap ada,sudah saya jabarkan dari awal yang saya sangat tidak setuju adalah penanganan langsung ke barak mari kira bersama berdiskusi deh apakah dengan mendisiplinkan anak akan otomatis berubah ga yakin juga sebelum akar permasalahannya diangkat bibit bermasalah akan tetap ada,"['sudah', 'saya', 'jabarkan', 'dari', 'awal', 'yang', 'saya', 'sangat', 'tidak', 'setuju', 'adalah', 'penanganan', 'langsung', 'ke', 'barak', 'mari', 'kira', 'bersama', 'berdiskusi', 'deh', 'apakah', 'dengan', 'mendisiplinkan', 'anak', 'akan', 'otomatis', 'berubah', 'ga', 'yakin', 'juga', 'sebelum', 'akar', 'permasalahannya', 'diangkat', 'bibit', 'bermasalah', 'akan', 'tetap', 'ada']","['jabarkan', 'setuju', 'penanganan', 'langsung', 'barak', 'mari', 'berdiskusi', 'deh', 'mendisiplinkan', 'anak', 'otomatis', 'berubah', 'ga', 'akar', 'permasalahannya', 'diangkat', 'bibit', 'bermasalah']","['jabar', 'tuju', 'tangan', 'langsung', 'barak', 'mari', 'diskus', 'deh', 'disiplin', 'anak', 'otomatis', 'ubah', 'ga', 'akar', 'masalah', 'angkat', 'bibit', 'masalah']",jabar tuju tangan langsung barak mari diskus deh disiplin anak otomatis ubah ga akar masalah angkat bibit masalah,negatif
1918144978548854984,Fri May 02 03:26:14 +0000 2025,0,Nah Pak Wamen @Kemdikdasmen kemarin lu bilang ga setuju anak dikasari dan cukup guru BP di sekolah? Ini anak SMP ya. Sy setuju ide @DediMulyadi71 anak yg potensial bermasalah dan anak yg terbukti suka buat onar WAJIB SEKOLAH DISIPLIN di Barak @Puspen_TNI TNI siap bantu ko.,nah pak wamen kemarin lu bilang ga setuju anak dikasari dan cukup guru bp di sekolah ini anak smp ya sy setuju ide anak yg potensial bermasalah dan anak yg terbukti suka buat onar wajib sekolah disiplin di barak tni siap bantu ko,nah pak wamen kemarin kamu bilang ga setuju anak dikasari dan cukup guru bp di sekolah ini anak smp iya saya setuju ide anak yang potensial bermasalah dan anak yang terbukti suka buat onar wajib sekolah disiplin di barak tni siap bantu ko,"['nah', 'pak', 'wamen', 'kemarin', 'kamu', 'bilang', 'ga', 'setuju', 'anak', 'dikasari', 'dan', 'cukup', 'guru', 'bp', 'di', 'sekolah', 'ini', 'anak', 'smp', 'iya', 'saya', 'setuju', 'ide', 'anak', 'yang', 'potensial', 'bermasalah', 'dan', 'anak', 'yang', 'terbukti', 'suka', 'buat', 'onar', 'wajib', 'sekolah', 'disiplin', 'di', 'barak', 'tni', 'siap', 'bantu', 'ko']","['wamen', 'kemarin', 'bilang', 'ga', 'setuju', 'anak', 'dikasari', 'guru', 'bp', 'sekolah', 'anak', 'smp', 'iya', 'setuju', 'ide', 'anak', 'potensial', 'bermasalah', 'anak', 'terbukti', 'suka', 'onar', 'wajib', 'sekolah', 'disiplin', 'barak', 'tni', 'bantu', 'ko']","['wamen', 'kemarin', 'bilang', 'ga', 'tuju', 'anak', 'kasar', 'guru', 'bp', 'sekolah', 'anak', 'smp', 'iya', 'tuju', 'ide', 'anak', 'potensial', 'masalah', 'anak', 'bukti', 'suka', 'onar', 'wajib', 'sekolah', 'disiplin', 'barak', 'tni', 'bantu', 'ko']",wamen kemarin bilang ga tuju anak kasar guru bp sekolah anak smp iya tuju ide anak potensial masalah anak bukti suka onar wajib sekolah disiplin barak tni bantu ko,positif
1918135555449360395,Fri May 02 02:48:48 +0000 2025,0,eh beneran cux udah ada 39 anak bermasalah yg dikirim ke barak....mari kita liat hasilnya ape,eh beneran cux udah ada anak bermasalah yg dikirim ke barak mari kita liat hasilnya ape,eh beneran cux sudah ada anak bermasalah yang dikirim ke barak mari kita lihat hasilnya apa,"['eh', 'beneran', 'cux', 'sudah', 'ada', 'anak', 'bermasalah', 'yang', 'dikirim', 'ke', 'barak', 'mari', 'kita', 'lihat', 'hasilnya', 'apa']","['eh', 'beneran', 'cux', 'anak', 'bermasalah', 'dikirim', 'barak', 'mari', 'lihat', 'hasilnya']","['eh', 'beneran', 'cux', 'anak', 'masalah', 'kirim', 'barak', 'mari', 'lihat', 'hasil']",eh beneran cux anak masalah kirim barak mari lihat hasil,negatif
